id;recipe_id;nome;categoria;class_name;risk_episode;risk_episode_severity;regime;event_start;event_end;event_duration;progressive;detectable_start_035;onset_gap_035;persistent_tail;last6_mean_clean;mean_eye_gaze;mean_lane_offset;window;sensor_level
N01;N01;Normal: Viagem tranquila em rodovia;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03322014957666397;0.10784706473350525;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R1_NORMAL;26;41;16;0;28;2;0;0.05000000819563866;0.19047926366329193;0.1562718003988266;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.5983917266130447;0.5983917266130447;R1_NORMAL;29;50;22;0;32;3;1;0.2627362012863159;0.10028541833162308;0.15044572949409485;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.4189778044819832;0.4189778044819832;R2_STABLE_RISK;37;75;39;1;55;18;0;0.05000000819563866;0.39014995098114014;0.17474126815795898;96;4
N02;N02;Normal: Urbano moderado;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.0381132997572422;0.0902358889579773;96;4
C05;C05;Critico progressivo: Celular em rodovia;Critico;Critico;0.39554048925638197;0.39554048925638197;R1_NORMAL;42;73;32;1;57;15;0;0.05000000819563866;0.32430389523506165;0.10084424167871475;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.37574071139097215;0.37574071139097215;R1_NORMAL;38;73;36;1;61;23;0;0.05000000819563866;0.24042052030563354;0.12559814751148224;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.39378328174352645;0.39378328174352645;R2_STABLE_RISK;29;50;22;0;32;3;0;0.05000000819563866;0.09643504023551941;0.11102601140737534;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.43332622647285457;0.43332622647285457;R1_NORMAL;40;81;42;1;63;23;0;0.05000000819563866;0.20283250510692596;0.1634778529405594;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.49954100549221037;0.49954100549221037;R3_FALSE_KIN;37;75;39;1;58;21;1;0.3106139898300171;0.3830151855945587;0.17892269790172577;96;4
C04;C04;Critico: Multiplas distracoes urbanas;Critico;Critico;0.3713889718055725;0.3713889718055725;R2_STABLE_RISK;22;45;24;0;24;2;0;0.05000000819563866;0.19947868585586548;0.12108185142278671;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.39378328174352645;0.39378328174352645;R1_NORMAL;29;50;22;0;32;3;0;0.05000000819563866;0.09647186845541;0.0828540027141571;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R2_STABLE_RISK;26;41;16;0;28;2;0;0.05000000819563866;0.18962861597537994;0.11741556972265244;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.39378328174352645;0.39378328174352645;R1_NORMAL;29;50;22;0;32;3;0;0.05000000819563866;0.10187219828367233;0.08883088827133179;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.45314034074544907;0.45314034074544907;R2_STABLE_RISK;36;81;46;1;60;24;0;0.05000000819563866;0.1554771214723587;0.14938998222351074;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.44739418625831606;0.44739418625831606;R2_STABLE_RISK;36;81;46;1;64;28;0;0.05000000819563866;0.165571391582489;0.1435479372739792;96;4
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.025892838835716248;0.09944013506174088;96;4
C04;C04;Critico: Multiplas distracoes urbanas;Critico;Critico;0.3713889718055725;0.3713889718055725;R2_STABLE_RISK;22;45;24;0;24;2;0;0.05000000819563866;0.20099683105945587;0.09929677098989487;96;4
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03330228105187416;0.09716179221868515;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.41200090050697324;0.41200090050697324;R3_FALSE_KIN;36;81;46;1;60;24;0;0.05000000819563866;0.15767677128314972;0.11183705180883408;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.3650994464755058;0.3650994464755058;R1_NORMAL;38;73;36;1;60;22;0;0.05000000819563866;0.24936886131763458;0.12603946030139923;96;4
C04;C04;Critico: Multiplas distracoes urbanas;Critico;Critico;0.3713889718055725;0.3713889718055725;R1_NORMAL;22;45;24;0;24;2;0;0.05000000819563866;0.1981712430715561;0.13720642030239105;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.3868673324584961;0.3868673324584961;R2_STABLE_RISK;40;81;42;1;66;26;0;0.05000000819563866;0.19679705798625946;0.10763145238161087;96;4
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R3_FALSE_KIN;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.04014429822564125;0.0874687135219574;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.42158221602439877;0.42158221602439877;R1_NORMAL;36;81;46;1;53;17;0;0.05000000819563866;0.1610979288816452;0.11966630071401596;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R1_NORMAL;26;41;16;0;28;2;0;0.05000000819563866;0.19035542011260986;0.14830242097377777;96;4
C05;C05;Critico progressivo: Celular em rodovia;Critico;Critico;0.39444344490766525;0.39444344490766525;R2_STABLE_RISK;42;73;32;1;59;17;0;0.05000000819563866;0.3101963698863983;0.14483486115932465;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.43769544363021845;0.43769544363021845;R2_STABLE_RISK;36;81;46;1;61;25;0;0.05000000819563866;0.15400804579257965;0.13092021644115448;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.37085744887590405;0.37085744887590405;R2_STABLE_RISK;38;73;36;1;57;19;0;0.05000000819563866;0.25583067536354065;0.13275228440761566;96;4
C04;C04;Critico: Multiplas distracoes urbanas;Critico;Critico;0.3713889718055725;0.3713889718055725;R1_NORMAL;22;45;24;0;24;2;0;0.05000000819563866;0.20276379585266113;0.1323941946029663;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.6001091748476028;0.6001091748476028;R1_NORMAL;29;50;22;0;32;3;1;0.24662768840789795;0.09046190232038498;0.1325082778930664;96;4
