id;recipe_id;nome;categoria;class_name;risk_episode;risk_episode_severity;regime;event_start;event_end;event_duration;progressive;detectable_start_035;onset_gap_035;persistent_tail;last6_mean_clean;mean_eye_gaze;mean_lane_offset;window;sensor_level
N01;N01;Normal: Viagem tranquila em rodovia;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03676149249076843;0.12253772467374802;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.3892514243721962;0.3892514243721962;R1_NORMAL;40;81;42;1;66;26;0;0.05000000819563866;0.19207508862018585;0.09089542180299759;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R1_NORMAL;26;41;16;0;28;2;0;0.05000000819563866;0.18782760202884674;0.14317522943019867;96;4
N02;N02;Normal: Urbano moderado;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.030032774433493614;0.09548336267471313;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R2_STABLE_RISK;26;41;16;0;28;2;0;0.05000000819563866;0.1859435886144638;0.10882674902677536;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.426136189699173;0.426136189699173;R1_NORMAL;37;75;39;1;57;20;0;0.05000000819563866;0.37722048163414;0.13802994787693024;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.4704751342535019;0.4704751342535019;R2_STABLE_RISK;38;73;36;1;56;18;1;0.2813015878200531;0.2558046281337738;0.17342154681682587;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R1_NORMAL;26;41;16;0;28;2;0;0.05000000819563866;0.1883620172739029;0.17320692539215088;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.3887320935726165;0.3887320935726165;R2_STABLE_RISK;40;81;42;1;66;26;0;0.05000000819563866;0.19130146503448486;0.11634065955877304;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.39378328174352645;0.39378328174352645;R2_STABLE_RISK;29;50;22;0;32;3;0;0.05000000819563866;0.09189925342798233;0.11316940188407898;96;4
C04;C04;Critico: Multiplas distracoes urbanas;Critico;Critico;0.3713889718055725;0.3713889718055725;R2_STABLE_RISK;22;45;24;0;24;2;0;0.05000000819563866;0.1986122876405716;0.10317287594079971;96;4
C05;C05;Critico progressivo: Celular em rodovia;Critico;Critico;0.45404783189296716;0.45404783189296716;R3_FALSE_KIN;42;73;32;1;59;17;1;0.23813964426517487;0.31558021903038025;0.14065302908420563;96;4
C01;C01;Critico: Celular em alta velocidade;Critico;Critico;0.5315527975559233;0.5315527975559233;R1_NORMAL;32;44;13;0;34;2;1;0.26843515038490295;0.1520092934370041;0.2196497917175293;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.4660456985235214;0.4660456985235214;R3_FALSE_KIN;40;81;42;1;59;19;1;0.3161621689796448;0.20088398456573486;0.12649285793304443;96;4
N01;N01;Normal: Viagem tranquila em rodovia;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.028378093615174294;0.11912619322538376;96;4
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03350115939974785;0.08531445264816284;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.44453626722097395;0.44453626722097395;R2_STABLE_RISK;36;81;46;1;57;21;0;0.05000000819563866;0.1626283973455429;0.18788807094097137;96;4
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.028853630647063255;0.08269382268190384;96;4
N01;N01;Normal: Viagem tranquila em rodovia;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03822801262140274;0.10677329450845718;96;4
N02;N02;Normal: Urbano moderado;Normal;Normal;0.050000007078051564;0.050000007078051564;R3_FALSE_KIN;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03482523187994957;0.1098785325884819;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.454463729262352;0.454463729262352;R1_NORMAL;36;81;46;1;64;28;1;0.3067223131656647;0.15397369861602783;0.09977513551712036;96;4
