id;recipe_id;nome;categoria;class_name;risk_episode;risk_episode_severity;regime;event_start;event_end;event_duration;progressive;detectable_start_035;onset_gap_035;persistent_tail;last6_mean_clean;mean_eye_gaze;mean_lane_offset;window;sensor_level
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03242029622197151;0.11897776275873184;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.406853474676609;0.406853474676609;R2_STABLE_RISK;38;73;36;1;58;20;0;0.05000000819563866;0.2537996470928192;0.15015383064746857;96;4
C04;C04;Critico: Multiplas distracoes urbanas;Critico;Critico;0.3713889718055725;0.3713889718055725;R1_NORMAL;22;45;24;0;24;2;0;0.05000000819563866;0.2013610601425171;0.11143671721220016;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.42887676507234573;0.42887676507234573;R1_NORMAL;40;81;42;1;64;24;0;0.05000000819563866;0.19944649934768677;0.09742943197488785;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.4235140085220337;0.4235140085220337;R1_NORMAL;28;77;50;1;58;30;0;0.05000000819563866;0.30925092101097107;0.1618025302886963;96;4
N02;N02;Normal: Urbano moderado;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03026614524424076;0.11806723475456238;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.38355633467435835;0.38355633467435835;R2_STABLE_RISK;36;81;46;1;60;24;0;0.05000000819563866;0.150087371468544;0.17014123499393463;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.4144067168235779;0.4144067168235779;R2_STABLE_RISK;37;75;39;1;61;24;0;0.05000000819563866;0.3766007125377655;0.12789800763130188;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.4369513988494873;0.4369513988494873;R1_NORMAL;36;81;46;1;59;23;0;0.05000000819563866;0.158903107047081;0.11319614201784134;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.4164957523345947;0.4164957523345947;R2_STABLE_RISK;36;81;46;1;59;23;0;0.05000000819563866;0.15769408643245697;0.10753785818815231;96;4
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.029415810480713844;0.09266369789838791;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.4674009531736374;0.4674009531736374;R3_FALSE_KIN;37;75;39;1;59;22;1;0.26548027992248535;0.38264134526252747;0.16577166318893433;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.4954804390668869;0.4954804390668869;R2_STABLE_RISK;28;77;50;1;55;27;1;0.2955492436885834;0.3119776248931885;0.14438827335834503;96;4
N01;N01;Normal: Viagem tranquila em rodovia;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.029966754838824272;0.15016652643680573;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.4144717320799827;0.4144717320799827;R3_FALSE_KIN;40;81;42;1;66;26;0;0.05000000819563866;0.20035158097743988;0.11383187770843506;96;4
