id;recipe_id;nome;categoria;class_name;risk_episode;risk_episode_severity;regime;event_start;event_end;event_duration;progressive;detectable_start_035;onset_gap_035;persistent_tail;last6_mean_clean;mean_eye_gaze;mean_lane_offset;window;sensor_level
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.39033476710319515;0.39033476710319515;R2_STABLE_RISK;37;75;39;1;60;23;0;0.05000000819563866;0.37855613231658936;0.1520366668701172;96;4
N02;N02;Normal: Urbano moderado;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.033529698848724365;0.12144868820905685;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.4461031839251518;0.4461031839251518;R2_STABLE_RISK;36;81;46;1;57;21;0;0.05000000819563866;0.158497616648674;0.10558734089136124;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.38889783024787905;0.38889783024787905;R1_NORMAL;38;73;36;1;60;22;0;0.05000000819563866;0.25215137004852295;0.1434895545244217;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.42899490594863887;0.42899490594863887;R2_STABLE_RISK;28;77;50;1;58;30;0;0.05000000819563866;0.3111485540866852;0.18280227482318878;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.46457973718643186;0.46457973718643186;R2_STABLE_RISK;37;75;39;1;61;24;1;0.31883126497268677;0.3670925199985504;0.1492508053779602;96;4
N02;N02;Normal: Urbano moderado;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.02776729129254818;0.1093776598572731;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.4893745273351669;0.4893745273351669;R1_NORMAL;38;73;36;1;56;18;1;0.3174560070037842;0.2567985951900482;0.16244010627269745;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.473613628745079;0.473613628745079;R2_STABLE_RISK;37;75;39;1;61;24;1;0.2621198296546936;0.3750428259372711;0.15846006572246552;96;4
C01;C01;Critico: Celular em alta velocidade;Critico;Critico;0.29102678298950196;0.29102678298950196;R1_NORMAL;32;44;13;0;34;2;0;0.05000000819563866;0.15669560432434082;0.1267467588186264;96;4
C04;C04;Critico: Multiplas distracoes urbanas;Critico;Critico;0.5611483216285705;0.5611483216285705;R1_NORMAL;22;45;24;0;24;2;1;0.20663511753082275;0.20282118022441864;0.1874539852142334;96;4
