id;recipe_id;nome;categoria;class_name;risk_episode;risk_episode_severity;regime;event_start;event_end;event_duration;progressive;detectable_start_035;onset_gap_035;persistent_tail;last6_mean_clean;mean_eye_gaze;mean_lane_offset;window;sensor_level
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.4639718323945999;0.4639718323945999;R1_NORMAL;38;73;36;1;56;18;1;0.28515955805778503;0.261345237493515;0.14118897914886475;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.46032223403453826;0.46032223403453826;R1_NORMAL;28;77;50;1;51;23;0;0.05000000819563866;0.31912457942962646;0.12029971927404404;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.404884634912014;0.404884634912014;R2_STABLE_RISK;38;73;36;1;57;19;0;0.05000000819563866;0.2521020174026489;0.16417674720287323;96;4
C01;C01;Critico: Celular em alta velocidade;Critico;Critico;0.29102678298950196;0.29102678298950196;R1_NORMAL;32;44;13;0;34;2;0;0.05000000819563866;0.1556401252746582;0.10680421441793442;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R2_STABLE_RISK;26;41;16;0;28;2;0;0.05000000819563866;0.18458779156208038;0.12391799688339233;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.4187482953071594;0.4187482953071594;R2_STABLE_RISK;28;77;50;1;59;31;0;0.05000000819563866;0.31128859519958496;0.09231110662221909;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R2_STABLE_RISK;26;41;16;0;28;2;0;0.05000000819563866;0.18709029257297516;0.12255680561065674;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.461995629966259;0.461995629966259;R2_STABLE_RISK;28;77;50;1;57;29;0;0.05000000819563866;0.31845974922180176;0.12680186331272125;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.3936133101582527;0.3936133101582527;R1_NORMAL;38;73;36;1;60;22;0;0.05000000819563866;0.248549222946167;0.1543155461549759;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.4035794258117676;0.4035794258117676;R2_STABLE_RISK;37;75;39;1;57;20;0;0.05000000819563866;0.37746718525886536;0.1519802063703537;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.39378328174352645;0.39378328174352645;R2_STABLE_RISK;29;50;22;0;32;3;0;0.05000000819563866;0.09752187877893448;0.12796467542648315;96;4
