id;recipe_id;nome;categoria;class_name;risk_episode;risk_episode_severity;regime;event_start;event_end;event_duration;progressive;detectable_start_035;onset_gap_035;persistent_tail;last6_mean_clean;mean_eye_gaze;mean_lane_offset;window;sensor_level
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.4342349827289581;0.4342349827289581;R1_NORMAL;40;81;42;1;59;19;0;0.05000000819563866;0.2032974511384964;0.09122857451438904;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R1_NORMAL;26;41;16;0;28;2;0;0.05000000819563866;0.18958444893360138;0.16139261424541473;96;4
C01;C01;Critico: Celular em alta velocidade;Critico;Critico;0.29102678298950196;0.29102678298950196;R2_STABLE_RISK;32;44;13;0;34;2;0;0.05000000819563866;0.15179693698883057;0.15131165087223053;96;4
C05;C05;Critico progressivo: Celular em rodovia;Critico;Critico;0.3589007154107094;0.3589007154107094;R2_STABLE_RISK;42;73;32;1;60;18;0;0.05000000819563866;0.31161823868751526;0.1611153483390808;96;4
C01;C01;Critico: Celular em alta velocidade;Critico;Critico;0.5169609099626541;0.5169609099626541;R1_NORMAL;32;44;13;0;34;2;1;0.22625397145748138;0.15239576995372772;0.16672611236572266;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.4169303342700005;0.4169303342700005;R1_NORMAL;28;77;50;1;55;27;0;0.05000000819563866;0.3086082339286804;0.12856213748455048;96;4
N02;N02;Normal: Urbano moderado;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03419734165072441;0.08670791238546371;96;4
C01;C01;Critico: Celular em alta velocidade;Critico;Critico;0.29102678298950196;0.29102678298950196;R3_FALSE_KIN;32;44;13;0;34;2;0;0.05000000819563866;0.15490660071372986;0.08420031517744064;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.39378328174352645;0.39378328174352645;R3_FALSE_KIN;29;50;22;0;32;3;0;0.05000000819563866;0.09299024194478989;0.12210499495267868;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.3990476205945015;0.3990476205945015;R1_NORMAL;40;81;42;1;63;23;0;0.05000000819563866;0.19862258434295654;0.11496191471815109;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.40759447813034055;0.40759447813034055;R2_STABLE_RISK;37;75;39;1;59;22;0;0.05000000819563866;0.3793468177318573;0.15209536254405975;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.3942959442734718;0.3942959442734718;R1_NORMAL;37;75;39;1;58;21;0;0.05000000819563866;0.3755291998386383;0.10914605855941772;96;4
N01;N01;Normal: Viagem tranquila em rodovia;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03192933648824692;0.08000853657722473;96;4
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.02894206903874874;0.07429567724466324;96;4
C01;C01;Critico: Celular em alta velocidade;Critico;Critico;0.29102678298950196;0.29102678298950196;R3_FALSE_KIN;32;44;13;0;34;2;0;0.05000000819563866;0.15268689393997192;0.09962727874517441;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.4363252386450768;0.4363252386450768;R3_FALSE_KIN;28;77;50;1;56;28;0;0.05000000819563866;0.3104522228240967;0.14267286658287048;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.40714412927627563;0.40714412927627563;R1_NORMAL;38;73;36;1;59;21;0;0.05000000819563866;0.2524412274360657;0.09426351636648178;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.5156455129384995;0.5156455129384995;R2_STABLE_RISK;28;77;50;1;58;30;1;0.27618446946144104;0.3165188729763031;0.18988555669784546;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.6077348113059997;0.6077348113059997;R2_STABLE_RISK;26;41;16;0;28;2;1;0.22434765100479126;0.1835157871246338;0.18099963665008545;96;4
C04;C04;Critico: Multiplas distracoes urbanas;Critico;Critico;0.5737960189580917;0.5737960189580917;R1_NORMAL;22;45;24;0;24;2;1;0.24420124292373657;0.2121204137802124;0.18314653635025024;96;4
N01;N01;Normal: Viagem tranquila em rodovia;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03163594380021095;0.09313222020864487;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.5930139273405075;0.5930139273405075;R1_NORMAL;29;50;22;0;32;3;1;0.20693881809711456;0.10326474905014038;0.18614500761032104;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.3795270398259163;0.3795270398259163;R2_STABLE_RISK;38;73;36;1;59;21;0;0.05000000819563866;0.252077579498291;0.15750665962696075;96;4
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03651619330048561;0.10668740421533585;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.43606115281581875;0.43606115281581875;R3_FALSE_KIN;40;81;42;1;62;22;1;0.342172235250473;0.1927371472120285;0.14269547164440155;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.47719316184520716;0.47719316184520716;R2_STABLE_RISK;36;81;46;1;55;19;1;0.29208239912986755;0.16561758518218994;0.1293911188840866;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.44016209542751306;0.44016209542751306;R3_FALSE_KIN;40;81;42;1;63;23;1;0.2915647625923157;0.19804365932941437;0.12165302783250809;96;4
N02;N02;Normal: Urbano moderado;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.028889300301671028;0.09047295898199081;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.4780490010976791;0.4780490010976791;R1_NORMAL;37;75;39;1;60;23;1;0.30808231234550476;0.37575459480285645;0.1797592043876648;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.460356467962265;0.460356467962265;R3_FALSE_KIN;28;77;50;1;58;30;0;0.05000000819563866;0.31790781021118164;0.1662866324186325;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.5109866589307784;0.5109866589307784;R2_STABLE_RISK;38;73;36;1;54;16;1;0.2916156053543091;0.2569185197353363;0.15611045062541962;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.46218009293079376;0.46218009293079376;R3_FALSE_KIN;40;81;42;1;62;22;1;0.2875688374042511;0.20509004592895508;0.17025761306285858;96;4
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R1_NORMAL;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.028873085975646973;0.12401662021875381;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R1_NORMAL;26;41;16;0;28;2;0;0.05000000819563866;0.1872759610414505;0.13856099545955658;96;4
C01;C01;Critico: Celular em alta velocidade;Critico;Critico;0.29102678298950196;0.29102678298950196;R2_STABLE_RISK;32;44;13;0;34;2;0;0.05000000819563866;0.15353593230247498;0.14793817698955536;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.3722630128264427;0.3722630128264427;R1_NORMAL;38;73;36;1;60;22;0;0.05000000819563866;0.24657447636127472;0.11569610238075256;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.46381739675998684;0.46381739675998684;R2_STABLE_RISK;37;75;39;1;59;22;1;0.29360106587409973;0.38221487402915955;0.15437641739845276;96;4
C08;C08;Critico progressivo: Distracao urbana multietapas;Critico;Critico;0.4432240143418312;0.4432240143418312;R1_NORMAL;28;77;50;1;54;26;0;0.05000000819563866;0.31845197081565857;0.1627197563648224;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.37496936321258545;0.37496936321258545;R1_NORMAL;38;73;36;1;58;20;0;0.05000000819563866;0.2450452297925949;0.1431458741426468;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.6101235002279282;0.6101235002279282;R1_NORMAL;26;41;16;0;28;2;1;0.20955555140972137;0.1929439753293991;0.1297096163034439;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.3752959698438644;0.3752959698438644;R1_NORMAL;26;41;16;0;28;2;0;0.05000000819563866;0.18082337081432343;0.10525127500295639;96;4
N02;N02;Normal: Urbano moderado;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03160439804196358;0.08496963977813721;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.47936618030071254;0.47936618030071254;R1_NORMAL;37;75;39;1;58;21;1;0.3099992871284485;0.3796102702617645;0.15708567202091217;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.6008008986711502;0.6008008986711502;R1_NORMAL;29;50;22;0;32;3;1;0.2434854507446289;0.09753170609474182;0.1231512650847435;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.3804377242922783;0.3804377242922783;R1_NORMAL;40;81;42;1;64;24;0;0.05000000819563866;0.19746732711791992;0.10782841593027115;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.42100096493959427;0.42100096493959427;R1_NORMAL;40;81;42;1;61;21;0;0.05000000819563866;0.19108450412750244;0.12933291494846344;96;4
C04;C04;Critico: Multiplas distracoes urbanas;Critico;Critico;0.3713889718055725;0.3713889718055725;R2_STABLE_RISK;22;45;24;0;24;2;0;0.05000000819563866;0.19983243942260742;0.13925078511238098;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.4004094615578651;0.4004094615578651;R1_NORMAL;36;81;46;1;64;28;0;0.05000000819563866;0.14901377260684967;0.11088786274194717;96;4
C02;C02;Critico: Fadiga com desvio cinematico;Critico;Critico;0.39378328174352645;0.39378328174352645;R2_STABLE_RISK;29;50;22;0;32;3;0;0.05000000819563866;0.09679281711578369;0.10380169004201889;96;4
C10;C10;Critico progressivo: Grooming em rodovia com fadiga;Critico;Critico;0.3935609802603722;0.3935609802603722;R1_NORMAL;40;81;42;1;67;27;0;0.05000000819563866;0.20136941969394684;0.12437059730291367;96;4
C04;C04;Critico: Multiplas distracoes urbanas;Critico;Critico;0.3713889718055725;0.3713889718055725;R3_FALSE_KIN;22;45;24;0;24;2;0;0.05000000819563866;0.20677334070205688;0.1273280829191208;96;4
C03;C03;Critico: Celular sem cinto sob chuva;Critico;Critico;0.6264738976955413;0.6264738976955413;R2_STABLE_RISK;26;41;16;0;28;2;1;0.27382317185401917;0.18337909877300262;0.2003844976425171;96;4
N01;N01;Normal: Viagem tranquila em rodovia;Normal;Normal;0.050000007078051564;0.050000007078051564;R3_FALSE_KIN;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.03527342155575752;0.09457173943519592;96;4
