id;recipe_id;nome;categoria;class_name;risk_episode;risk_episode_severity;regime;event_start;event_end;event_duration;progressive;detectable_start_035;onset_gap_035;persistent_tail;last6_mean_clean;mean_eye_gaze;mean_lane_offset;window;sensor_level
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.4613717496395111;0.4613717496395111;R2_STABLE_RISK;36;81;46;1;62;26;1;0.3151259422302246;0.16838300228118896;0.12397193163633347;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.39836623072624205;0.39836623072624205;R2_STABLE_RISK;38;73;36;1;59;21;0;0.05000000819563866;0.2518392503261566;0.1239786446094513;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.493704155087471;0.493704155087471;R1_NORMAL;37;75;39;1;59;22;1;0.3210966885089874;0.37843212485313416;0.1804565191268921;96;4
N03;N03;Normal: Noite estável;Normal;Normal;0.050000007078051564;0.050000007078051564;R2_STABLE_RISK;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.030767930671572685;0.08813508599996567;96;4
N02;N02;Normal: Urbano moderado;Normal;Normal;0.050000007078051564;0.050000007078051564;R3_FALSE_KIN;-1;-1;0;0;-1;-1;0;0.05000000819563866;0.028443841263651848;0.07228776812553406;96;4
C06;C06;Critico progressivo: Fadiga noturna;Critico;Critico;0.47954716384410856;0.47954716384410856;R3_FALSE_KIN;36;81;46;1;62;26;1;0.31011009216308594;0.1569628119468689;0.11617082357406616;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.5000612705945968;0.5000612705945968;R2_STABLE_RISK;37;75;39;1;60;23;1;0.32518675923347473;0.3782447576522827;0.14972259104251862;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.3723519995808601;0.3723519995808601;R2_STABLE_RISK;38;73;36;1;60;22;0;0.05000000819563866;0.24449074268341064;0.1590059995651245;96;4
C09;C09;Critico progressivo: Bebida ao volante;Critico;Critico;0.4863087922334671;0.4863087922334671;R1_NORMAL;38;73;36;1;59;21;1;0.2995811104774475;0.2605752646923065;0.15521574020385742;96;4
C07;C07;Critico progressivo: Sem cinto sob chuva;Critico;Critico;0.4213324010372162;0.4213324010372162;R2_STABLE_RISK;37;75;39;1;60;23;0;0.05000000819563866;0.3709709942340851;0.13538599014282227;96;4
